ID,logFC,AveExpr,t,P.Value,adj.P.Value,B,label
ENSSSCG00000032422,2.596126564,354.8703726,9.677111832,3.77222E-22,1.23138E-20,30,yes
IRS1,2.595736253,982.3621533,10.03474475,1.07236E-23,3.66492E-22,30,yes
EHF,2.593785309,1845.875635,16.15445656,1.05645E-58,7.53967E-57,30,yes
GNB4,2.587657977,1021.113684,13.49776934,1.61183E-41,8.50239E-40,30,yes
THBS1,2.580482234,9459.593352,16.48773573,4.49481E-61,3.39067E-59,30,yes
SALL2,-2.57649792,322.0564032,-9.651746575,4.83255E-22,1.56003E-20,30,yes
SP110,2.575913961,911.6444095,12.80751193,1.48831E-37,7.10434E-36,30,yes
TJP3,-2.568643789,866.9131297,-13.44765426,3.17795E-41,1.67031E-39,30,yes
SH3BGRL2,2.562046751,5540.914804,16.45162426,8.16489E-61,6.09603E-59,30,yes
LIPM,2.559382178,158.7922796,7.555159691,4.18346E-14,9.93589E-13,30,yes
TIMP3,2.556605064,8415.055671,14.96139565,1.31244E-50,8.49239E-49,30,yes
ITGA1,2.556110923,209.740385,9.069482054,1.19584E-19,3.52434E-18,30,yes
THNSL1,-2.555750502,700.6170029,-12.96096382,2.03672E-38,1.0155E-36,30,yes
IL7,2.55484185,217.6061145,8.434861534,3.31595E-17,8.82577E-16,30,yes
C2orf72,-2.548657285,120.6701119,-6.308612994,2.81547E-10,5.56935E-09,30,yes
MORC3,2.539611582,11964.22084,17.26627244,8.44223E-67,6.90508E-65,30,yes
PTPN12,2.534838738,6975.085863,12.47260906,1.0532E-35,4.8524E-34,30,yes
ZHX2,2.531672467,183.6790212,3.08291837,0.002049814,0.021563033,30,yes
DDX60,2.530461141,5682.239298,18.76413654,1.48389E-78,1.35025E-76,30,yes
ERP27,-2.525622215,157.9597987,-7.32921939,2.31497E-13,5.30766E-12,30,yes
PRICKLE2,2.523868711,11539.66764,19.25051998,1.39753E-82,1.36555E-80,30,yes
SGCB,-2.52186349,334.9730903,-9.719488553,2.49029E-22,8.18423E-21,30,yes
DSG1,-2.517456801,68.47681119,-5.159623388,2.47447E-07,4.03877E-06,30,yes
TBC1D22B,2.506208438,612.9307457,10.69593908,1.06337E-26,3.96964E-25,30,yes
PARP9,2.499043231,5513.135005,16.46345352,6.71571E-61,5.0399E-59,30,yes
MGAM,2.498848429,662.2706872,11.80412122,3.71653E-32,1.59144E-30,30,yes
BOK,-2.491720017,79.59141071,-5.415018,6.12825E-08,1.0472E-06,30,yes
SLC9A4,-2.490506497,257.251898,-8.997184386,2.3158E-19,6.70294E-18,30,yes
GPRC5A,2.481892198,1397.268151,9.744950049,1.93874E-22,6.41503E-21,30,yes
ENSSSCG00000031380,2.481454904,299.67328,7.135274845,9.6594E-13,2.16356E-11,30,yes
MLKL,2.476952382,357.7029981,10.00105233,1.50786E-23,5.11724E-22,30,yes
MYCL,-2.475297362,271.8517048,-9.130303311,6.83076E-20,2.03054E-18,30,yes
HAVCR2,2.473324873,68.88320329,5.354140899,8.59639E-08,1.4536E-06,30,yes
UNC93B1,2.471986733,2175.283426,13.37526858,8.43485E-41,4.38582E-39,30,yes
HSPB8,-2.471973225,503.6629655,-10.3266063,5.34171E-25,1.90613E-23,30,yes
RUBCN,2.470032368,1491.819285,14.86441811,5.61002E-50,3.55114E-48,30,yes
NEDD1,2.466636859,1613.416097,13.42462613,4.33768E-41,2.27166E-39,30,yes
IRF2,2.464318598,923.9382293,12.88227232,5.66429E-38,2.74888E-36,30,yes
IL1RAP,2.463822557,5475.513488,15.53240219,2.09387E-54,1.41789E-52,30,yes
GFAP,-2.461753448,314.0631893,-9.061306721,1.28897E-19,3.79113E-18,30,yes
ENSSSCG00000004367,2.460881483,128.300891,6.800666143,1.04136E-11,2.22632E-10,30,yes
SERTAD1,2.448889664,2476.492055,14.9338827,1.98371E-50,1.2667E-48,30,yes
DUSP10,2.446848005,2294.306052,14.93389127,1.98346E-50,1.2667E-48,30,yes
DNAJB4,2.446223684,2130.181394,12.8084276,1.47085E-37,7.04411E-36,30,yes
MFSD2A,2.445922127,408.2884154,9.662249829,4.36178E-22,1.41118E-20,30,yes
SLC25A38,2.44495297,937.6440945,12.31305686,7.70486E-35,3.49455E-33,30,yes
PDE7B,2.43525898,91.03838689,5.923013237,3.16095E-09,5.92282E-08,30,yes
GLIS3,2.434875601,1148.138513,12.81844522,1.29267E-37,6.2112E-36,30,yes
YPEL1,-2.430535139,156.6710124,-7.069269793,1.55751E-12,3.44617E-11,30,yes
CHMP7,2.429958254,3687.458528,16.44412162,9.24145E-61,6.82976E-59,30,yes
SORBS2,-2.427946071,3206.771037,-16.42553081,1.2558E-60,9.23394E-59,30,yes
SLC44A5,-2.424898719,458.7559688,-10.24589061,1.23482E-24,4.34246E-23,30,yes
ENSSSCG00000034621,2.424235208,144.0373821,6.674139014,2.48688E-11,5.20956E-10,30,yes
MBNL1,2.421667304,26744.41295,15.4300264,1.02828E-53,6.9309E-52,30,yes
ZNF697,2.41712118,567.4087885,10.65262128,1.69523E-26,6.26418E-25,30,yes
WT1,2.416718348,412.910267,9.996826767,1.57359E-23,5.32787E-22,30,yes
TANC2,2.413798767,392.9159297,8.614173926,7.04477E-18,1.92791E-16,30,yes
PLAUR,2.41211185,4858.571139,15.8372799,1.72106E-56,1.20466E-54,30,yes
TOR3A,2.412039359,4195.835546,14.52661679,8.21802E-48,4.88351E-46,30,yes
TRPM4,-2.408034511,233.310434,-8.324743853,8.45113E-17,2.21694E-15,30,yes
USP2,-2.403751792,288.0627829,-8.854065295,8.4388E-19,2.39028E-17,30,yes
ENSSSCG00000033787,2.403042603,285.2627722,8.475916495,2.33236E-17,6.27668E-16,30,yes
ORAI2,2.401775612,5081.832815,14.79457726,1.58779E-49,9.96405E-48,30,yes
PLXDC1,2.39898213,74.79534845,5.082889042,3.71737E-07,5.98024E-06,30,yes
DUSP4,2.398142728,9634.20176,17.56701405,4.40769E-69,3.70934E-67,30,yes
TTC3,-2.398124053,2372.974283,-14.04731124,8.00147E-45,4.46335E-43,30,yes
PIP4K2C,2.396047037,124.2704349,6.495661154,8.26695E-11,1.67864E-09,30,yes
NUB1,2.392055476,2815.877787,15.66740901,2.52672E-55,1.74343E-53,30,yes
ARL5B,2.390436798,3766.446019,13.76637976,4.06057E-43,2.18955E-41,30,yes
OLFML2A,-2.390249412,788.4256765,-11.31782904,1.07091E-29,4.35514E-28,30,yes
CISH,2.390121782,185.3401195,6.408022717,1.47419E-10,2.9563E-09,30,yes
FCHSD2,2.384166299,1126.872344,10.08094311,6.70791E-24,2.31423E-22,30,yes
DNMT3B,-2.381542582,175.5922572,-7.289545665,3.11002E-13,7.07481E-12,30,yes
KRT18,-2.380366981,4064.346842,-13.95057594,3.12075E-44,1.72102E-42,30,yes
FMO5,-2.375227892,628.2637848,-10.67268971,1.36614E-26,5.07387E-25,30,yes
TSPYL4,-2.373045629,185.5363165,-7.577581986,3.52055E-14,8.3751E-13,30,yes
NFKBIE,2.369621387,2088.976611,11.34321864,8.01416E-30,3.2683E-28,30,yes
FUNDC1,2.36678365,2747.963005,14.37626019,7.29304E-47,4.23025E-45,30,yes
ISG20,2.364962961,1824.758573,14.5935278,3.08807E-48,1.88114E-46,30,yes
SMCHD1,2.361254158,5212.692532,16.44437394,9.20305E-61,6.82976E-59,30,yes
FIG4,-2.356206092,266.9221567,-8.655690052,4.89938E-18,1.3484E-16,30,yes
TSC22D1,2.35548576,10355.85343,14.74978552,3.08644E-49,1.92856E-47,30,yes
FAM76A,2.354842872,2637.672303,14.46318745,2.06986E-47,1.22004E-45,30,yes
CLIC5,2.353171209,82.90826508,5.250936775,1.51328E-07,2.50932E-06,30,yes
TMEM47,2.350949587,2460.428919,11.94976314,6.51105E-33,2.82968E-31,30,yes
DDIT3,2.349988867,498.739359,9.666016433,4.20425E-22,1.36325E-20,30,yes
ARID5A,2.348615427,558.1396456,11.19122306,4.50181E-29,1.79567E-27,30,yes
PPP4R4,2.341165125,366.3841299,9.231223671,2.67558E-20,8.06495E-19,30,yes
PLS1,-2.34089172,2497.04098,-11.19996042,4.07916E-29,1.63155E-27,30,yes
NXPE3,2.336932398,2769.274354,12.9712692,1.78057E-38,8.90837E-37,30,yes
PLCXD2,-2.335156111,274.9171988,-8.465767018,2.54472E-17,6.82295E-16,30,yes
CEP152,2.334166078,1198.140887,13.29279267,2.54885E-40,1.31126E-38,30,yes
MYL9,2.332429387,136.8734527,4.833767491,1.33973E-06,2.05534E-05,30,yes
SH3BP5,-2.33214208,369.9953672,-9.372915592,7.0556E-21,2.18559E-19,30,yes
KCNK5,2.331809118,4271.607974,13.12051615,2.51218E-39,1.26557E-37,30,yes
HRH1,2.328283911,479.8956608,10.48042277,1.06268E-25,3.84863E-24,30,yes
REL,2.32232216,1413.965497,11.09515375,1.32432E-28,5.19698E-27,30,yes
ATP2B4,2.32218278,5500.8966,8.893514331,5.9206E-19,1.68685E-17,30,yes
TIAM1,2.321773244,278.3223269,8.343543921,7.20966E-17,1.89468E-15,30,yes
PLEKHM1,2.318487203,713.6783065,4.269803368,1.95645E-05,0.000261802,30,yes
CFLAR,2.307305865,4404.805712,14.2325538,5.75414E-46,3.31125E-44,30,yes
SMTNL2,-2.307040242,75.94409278,-4.877649669,1.07357E-06,1.66102E-05,30,yes
B3GNT7,2.305973657,108.8883808,4.757403358,1.96099E-06,2.95549E-05,30,yes
CASP7,2.30564317,1032.380223,8.463412057,2.59666E-17,6.94941E-16,30,yes
PSMF1,2.304940163,2177.105866,11.66232159,1.98554E-31,8.37896E-30,30,yes
RND3,2.303715918,15455.75679,14.38983209,5.99413E-47,3.49074E-45,30,yes
MGP,-2.300691612,505.7771906,-9.372652682,7.07321E-21,2.18639E-19,30,yes
DTX3,2.299161387,1194.687425,12.93482571,2.86272E-38,1.40805E-36,30,yes
FOSL1,2.296076741,543.8903749,8.37331662,5.60188E-17,1.48018E-15,30,yes
CMTR1,2.292870229,688.2616902,10.63814794,1.98026E-26,7.2989E-25,30,yes
RBMS2,2.2924242,1894.285995,12.0073627,3.25046E-33,1.42541E-31,30,yes
CITED2,2.292114101,6313.587947,14.69502261,6.93753E-49,4.27981E-47,30,yes
TRIM38,2.28506611,1865.45531,12.59181812,2.34216E-36,1.09645E-34,30,yes
CPEB3,2.278400234,76.36518199,4.861873946,1.1628E-06,1.79334E-05,30,yes
ENSSSCG00000036125,2.277996678,114.9463225,5.495577184,3.89435E-08,6.76584E-07,30,yes
DSC1,-2.276968583,313.5581195,-8.214610786,2.12854E-16,5.49456E-15,30,yes
FZD3,-2.273279106,632.1677289,-10.32235292,5.58377E-25,1.98763E-23,30,yes
NAV3,2.272358564,2073.192148,12.54192401,4.40177E-36,2.04746E-34,30,yes
LYPD6,-2.270723428,95.121071,-5.26218004,1.42357E-07,2.36866E-06,30,yes
ENSSSCG00000035053,-2.266184272,78.91545775,-4.630661582,3.64499E-06,5.28034E-05,30,yes
ISM1,-2.266088606,278.9794312,-8.071269842,6.95708E-16,1.77387E-14,30,yes
ENSSSCG00000003197,2.265521479,451.7119317,7.157009184,8.24562E-13,1.85546E-11,30,yes
HNMT,-2.264225201,258.5483779,-7.535469373,4.86581E-14,1.15189E-12,30,yes
OSBPL3,-2.259943495,333.2215773,-8.070072546,7.02564E-16,1.78822E-14,30,yes
RMI1,2.254599351,833.5338257,10.25453136,1.12922E-24,3.98072E-23,30,yes
FLVCR1,2.254410915,3665.433433,13.67302557,1.47147E-42,7.90523E-41,30,yes
RHBDL3,-2.249771847,73.59434817,-4.660399021,3.15597E-06,4.61323E-05,30,yes
ASXL3,2.245610881,917.5465489,11.76930833,5.61833E-32,2.39875E-30,30,yes
SH3YL1,-2.244829501,614.957234,-10.26854916,9.76623E-25,3.45113E-23,30,yes
TMTC4,-2.240941103,932.8262057,-11.50674241,1.22E-30,5.04603E-29,30,yes
MTCL1,-2.240089202,921.7376314,-9.650519275,4.89074E-22,1.57532E-20,30,yes
RNASEL,2.2364611,9440.345931,12.83939305,9.86448E-38,4.75553E-36,30,yes
ARRDC3,2.234435157,20514.33468,12.29782697,9.30437E-35,4.19388E-33,30,yes
PLPPR4,-2.231247924,100.8439854,-5.068594442,4.00764E-07,6.41179E-06,30,yes
PSMB8,2.23062399,762.6170565,9.908468164,3.82465E-23,1.28302E-21,30,yes
IFI35,2.229246567,1161.792095,12.02077662,2.76362E-33,1.21557E-31,30,yes
ITSN1,2.225526968,901.5079161,10.77073549,4.73206E-27,1.7988E-25,30,yes
ENSSSCG00000027340,2.223782743,4445.741509,14.02709331,1.06425E-44,5.89141E-43,30,yes
JAG1,2.223732268,7660.427979,13.12124307,2.4882E-39,1.25784E-37,30,yes
INSIG1,-2.222076143,2577.565355,-12.95033219,2.3394E-38,1.16243E-36,30,yes
ENSSSCG00000031979,-2.22186674,1505.596385,-12.49619184,7.83138E-36,3.63112E-34,30,yes
TNFSF18,2.220965976,316.908822,7.698216807,1.37978E-14,3.34804E-13,30,yes
MEIOB,-2.218464008,83.32966316,-4.80890534,1.51759E-06,2.31843E-05,30,yes
ENSSSCG00000004507,2.213413699,316.7809293,8.064358063,7.36217E-16,1.8641E-14,30,yes
VPS37D,-2.213160653,351.0728687,-8.25069942,1.5747E-16,4.07937E-15,30,yes
ADGRF1,-2.21053329,3149.213683,-12.30889562,8.11257E-35,3.66804E-33,30,yes
GCNT3,2.207099693,114.0237242,5.343980072,9.09276E-08,1.53397E-06,30,yes
GPR68,-2.206204689,357.4025299,-8.510827371,1.72697E-17,4.6734E-16,30,yes
SERINC5,-2.202072559,338.4747253,-6.531933777,6.49259E-11,1.33322E-09,30,yes
ENSSSCG00000004963,-2.197066148,935.3610813,-10.79578584,3.60366E-27,1.37705E-25,30,yes
PLD1,-2.19683008,1402.406965,-11.14929196,7.21784E-29,2.85556E-27,30,yes
FXYD6,-2.196484389,432.8072572,-6.328546115,2.47482E-10,4.91554E-09,30,yes
PSMB10,2.1959408,1242.173867,11.84108386,2.3934E-32,1.02789E-30,30,yes
NES,-2.194561031,3127.160551,-12.14775299,5.89639E-34,2.60138E-32,30,yes
ENSSSCG00000008799,-2.19175438,606.1471392,-9.573985382,1.02862E-21,3.25559E-20,30,yes
AK1,-2.189270924,119.9065724,-5.497554903,3.85093E-08,6.70643E-07,30,yes
SLC44A2,-2.185453047,121.681314,-5.576723003,2.45092E-08,4.33045E-07,30,yes
EFCAB5,-2.175159421,291.3016981,-7.770571537,7.81328E-15,1.91504E-13,30,yes
C2CD3,2.174310392,1749.690391,9.060239658,1.30164E-19,3.82069E-18,30,yes
ETNK2,-2.173206856,90.00684644,-4.653807063,3.25862E-06,4.7585E-05,30,yes
RGCC,2.167642043,653.9521867,9.932594303,3.00338E-23,1.00984E-21,30,yes
SPATA20,-2.166469723,178.0712514,-6.276260263,3.46813E-10,6.82332E-09,30,yes
RIN3,2.166072212,84.85719132,4.308974186,1.64014E-05,0.000221304,30,yes
CASC1,2.165811509,233.8448833,7.17387757,7.29028E-13,1.64812E-11,30,yes
BAMBI,-2.162476776,135.92625,-4.789760142,1.66981E-06,2.53765E-05,30,yes
SLC25A25,2.162058601,726.8885311,10.12087644,4.464E-24,1.54741E-22,30,yes
PEAK1,2.159290821,606.4844482,9.167655606,4.83418E-20,1.44816E-18,30,yes
ENSSSCG00000039854,-2.156846267,3273.665736,-11.70304392,1.22962E-31,5.20409E-30,30,yes
HYKK,-2.154757116,139.451927,-5.258377403,1.45332E-07,2.41264E-06,30,yes
TMPRSS11E,2.153290808,145.0552006,5.491211193,3.99187E-08,6.92701E-07,30,yes
METTL24,-2.149290333,399.9361591,-7.96833687,1.60824E-15,4.03001E-14,30,yes
RGL1,2.145939674,67.79509139,4.082320645,4.45882E-05,0.000576619,30,yes
ACSS2,-2.145604032,502.8703564,-9.03769639,1.60008E-19,4.67783E-18,30,yes
SOAT1,2.139851621,1369.206923,10.50285186,8.38091E-26,3.05044E-24,30,yes
COL6A3,2.138273603,355.0838922,8.045187179,8.61137E-16,2.17284E-14,30,yes
LOX,-2.136903724,440.4403301,-7.687597773,1.49923E-14,3.63184E-13,30,yes
SEMA3E,-2.13672129,1367.944867,-9.669926004,4.04671E-22,1.31803E-20,30,yes
METRNL,-2.135859453,242.2006622,-5.856947332,4.71453E-09,8.76613E-08,30,yes
CPM,-2.135803458,713.044313,-8.156448741,3.45019E-16,8.85913E-15,30,yes
FIGN,2.133447374,207.3823172,6.493459741,8.38872E-11,1.70099E-09,30,yes
SPSB1,2.133365517,1150.42241,10.78058038,4.25194E-27,1.62053E-25,30,yes
ENSSSCG00000002379,-2.131333058,184.4499488,-6.073606822,1.25069E-09,2.39589E-08,30,yes
SGK1,2.128521145,7194.358772,13.25646542,4.13951E-40,2.11464E-38,30,yes
IL1R1,-2.128432743,719.6753273,-9.821275696,9.11823E-23,3.03781E-21,30,yes
RHBDD1,2.127967921,1264.739132,10.68891733,1.14702E-26,4.27097E-25,30,yes
PLK3,2.127813835,243.1447971,6.52708347,6.70627E-11,1.37323E-09,30,yes
ENSSSCG00000008314,-2.126846466,85.75385399,-4.592160254,4.38681E-06,6.31103E-05,30,yes
MMP13,2.125121646,9525.790861,12.25523318,1.57496E-34,7.05532E-33,30,yes
LHFPL2,-2.122909232,272.7766614,-6.747144044,1.50784E-11,3.19078E-10,30,yes
ZC3HAV1,2.120990842,3486.917821,13.20246284,8.49128E-40,4.30747E-38,30,yes
PPA1,2.118994514,881.0919643,10.75066155,5.88381E-27,2.21923E-25,30,yes
VCPIP1,2.113515658,11920.81215,12.57445989,2.91788E-36,1.36158E-34,30,yes
CCDC6,2.109713379,5488.725359,11.2136568,3.49451E-29,1.40543E-27,30,yes
ZNF280B,2.102319938,682.960488,9.606321266,7.51873E-22,2.40583E-20,30,yes
ANKRD33B,2.101962631,272.4330245,7.04231285,1.89075E-12,4.17082E-11,30,yes
ILDR2,2.101692519,505.2450929,7.883972661,3.17134E-15,7.86567E-14,30,yes
TXNIP,2.098971071,51519.07702,12.15056978,5.69672E-34,2.52093E-32,30,yes
KCNIP2,-2.098257599,83.19312123,-4.311229321,1.62349E-05,0.000219262,30,yes
RSG1,-2.097252939,88.68187316,-4.367195505,1.25852E-05,0.000172292,30,yes
TMEM62,2.094136968,579.0714404,8.827583157,1.06962E-18,3.0121E-17,30,yes
STN1,2.09110789,1947.748453,11.22355053,3.12468E-29,1.26017E-27,30,yes
SULF1,2.090518919,323.1892477,6.907539031,4.93133E-12,1.06838E-10,30,yes
ATAD1,2.088564728,5001.305654,10.41887172,2.03351E-25,7.29209E-24,30,yes
TLE4,2.086518764,339.886002,7.457111442,8.84399E-14,2.05686E-12,30,yes
NFKB1,2.085722871,1975.849904,11.19088647,4.51893E-29,1.79757E-27,30,yes
SLC46A1,-2.085160516,117.695341,-5.085042034,3.67545E-07,5.91934E-06,30,yes
SLC24A5,-2.080952702,86.7183336,-4.17044318,3.04008E-05,0.000398743,30,yes
C1orf210,-2.080127085,215.1840183,-5.541675082,2.99592E-08,5.2425E-07,30,yes
ENSSSCG00000040061,2.07660863,130.8616208,5.245486971,1.5587E-07,2.57876E-06,30,yes
ENSSSCG00000022246,-2.074142419,112.5735072,-4.92137387,8.59388E-07,1.34391E-05,30,yes
RCAN1,2.073151877,14732.49313,9.277075922,1.74193E-20,5.30561E-19,30,yes
PCDH1,-2.070209892,481.7327291,-6.308230214,2.82244E-10,5.57557E-09,30,yes
DOK1,2.070047817,496.7776467,7.947372552,1.90509E-15,4.76567E-14,30,yes
EPHA7,2.06867219,83.9026956,4.315052563,1.59565E-05,0.000215902,30,yes
SEMA3B,-2.066547357,413.0680836,-7.427300332,1.10837E-13,2.56954E-12,30,yes
TMTC2,2.06589025,119.7061602,4.838632949,1.30735E-06,2.00778E-05,30,yes
ENSSSCG00000030183,2.065143381,1533.854711,11.24663756,2.4059E-29,9.72986E-28,30,yes
TYSND1,-2.062450139,687.2350882,-9.019793141,1.88445E-19,5.48714E-18,30,yes
ALDH1L2,2.061273526,209.3021866,5.065797872,4.06693E-07,6.4995E-06,30,yes
AUNIP,2.058971939,146.4293301,5.544344661,2.95057E-08,5.17559E-07,30,yes
SUSD2,-2.058823384,135.417493,-4.984713467,6.20537E-07,9.80934E-06,30,yes
SDC4,2.057919662,13623.58691,11.02727074,2.82302E-28,1.10189E-26,30,yes
STOML1,2.053342208,438.7100844,8.02918101,9.81255E-16,2.47164E-14,30,yes
CASP3,2.050843192,8200.72172,12.195614,3.28022E-34,1.46045E-32,30,yes
ANKS4B,-2.050014944,97.96272814,-4.225001891,2.38939E-05,0.000316246,30,yes
TRIM25,2.049899764,2573.718917,10.72804202,7.51721E-27,2.8207E-25,30,yes
ENSSSCG00000017754,2.047239691,2280.18056,8.444486285,3.05385E-17,8.15799E-16,30,yes
TNFSF10,2.042556478,35358.44421,9.358301475,8.10288E-21,2.49936E-19,30,yes
GJA1,2.040049043,12701.66346,11.4721092,1.82164E-30,7.51312E-29,30,yes
IL10RB,2.037266697,2196.610749,9.553446235,1.25452E-21,3.95337E-20,30,yes
GRK3,-2.030325121,107.606831,-4.70134836,2.58449E-06,3.82783E-05,30,yes
PSMD10,2.029398215,1590.382391,9.479779434,2.54821E-21,7.99556E-20,30,yes
CEBPB,2.026927105,1316.130374,8.288196908,1.14978E-16,2.99457E-15,30,yes
PON1,-2.026297267,108.3382248,-4.683805281,2.81598E-06,4.14538E-05,30,yes
TNFSF9,2.024725422,2999.2736,10.49675262,8.9403E-26,3.24593E-24,30,yes
TGFB3,2.023204168,125.6727995,4.866068107,1.1384E-06,1.75758E-05,30,yes
PLAU,2.023091834,24184.9401,11.55592526,6.89014E-31,2.87431E-29,30,yes
MAP2,-2.023047169,1201.274966,-10.00956635,1.38358E-23,4.70642E-22,30,yes
ENSSSCG00000023603,2.022417766,93.1528374,4.061589172,4.87398E-05,0.000625752,30,yes
NBN,2.019976776,2587.128823,10.54609026,5.29551E-26,1.93712E-24,30,yes
ELMOD1,-2.019216805,295.4838999,-6.4334131,1.2477E-10,2.52295E-09,30,yes
TRPS1,2.018043347,2941.65764,8.993435753,2.3962E-19,6.92188E-18,30,yes
TIMP1,2.015116084,457.3681994,6.27565904,3.48156E-10,6.8405E-09,30,yes
EEF1A2,-2.013561753,136.4060165,-4.92499972,8.43605E-07,1.32207E-05,30,yes
STON2,-2.012766192,1178.912013,-9.727244215,2.3076E-22,7.60098E-21,30,yes
RILPL2,2.009498121,238.7689797,6.320106953,2.61382E-10,5.1775E-09,30,yes
B3GALT5,2.009167283,194.4732738,5.437030495,5.41759E-08,9.2903E-07,30,yes
NEUROG2,2.007708072,150.2939866,5.133201046,2.84855E-07,4.61314E-06,30,yes
PELP1,2.007532362,1490.196487,7.141951605,9.2015E-13,2.06417E-11,30,yes
SLC25A5,2.006788643,6139.721897,11.20643179,3.79173E-29,1.52076E-27,30,yes
FOSL2,-2.005295422,7722.401087,-11.36768777,6.05709E-30,2.47711E-28,30,yes
FBXO32,2.004830226,3162.702681,9.571283425,1.05587E-21,3.33457E-20,30,yes
FBXL16,-2.003257209,90.12325673,-4.099058092,4.14835E-05,0.000537329,30,yes
LGALS3,-2.003207505,2832.712884,-10.30468412,6.71118E-25,2.37733E-23,30,yes
PLCD1,-2.000190299,94.77253435,-4.223816382,2.402E-05,0.000317627,30,yes
FAM105A,-2.000017996,143.1373775,-4.785206702,1.70811E-06,2.59316E-05,30,yes
MEX3B,-1.998332778,84.50006749,-3.785043431,0.000153682,0.001862991,30,yes
TSPAN12,-1.997688537,1007.005803,-6.989057354,2.76739E-12,6.04962E-11,30,yes
MEGF6,-1.995864424,613.6531787,-7.367126527,1.74345E-13,4.01628E-12,30,yes
RFX5,1.995676964,3147.333535,6.678405111,2.41557E-11,5.06747E-10,30,yes
NFKB2,1.994671564,981.4419578,9.129335523,6.8921E-20,2.04363E-18,30,yes
CD52,-1.992142232,95.30453561,-4.26579824,1.99189E-05,0.000266054,30,yes
PDE4C,-1.991904724,68.99593905,-3.625917954,0.000287937,0.003375259,30,yes
TRAF6,1.990308219,2269.589446,9.305946153,1.32805E-20,4.06198E-19,30,yes
ARHGEF25,1.98797594,353.4366316,6.750644115,1.4719E-11,3.11928E-10,30,yes
LZTS1,1.985402394,743.9727912,8.414055956,3.96072E-17,1.04844E-15,30,yes
MTURN,-1.983428765,322.6259128,-6.754871056,1.42962E-11,3.03409E-10,30,yes
MOCOS,1.982104713,509.9737028,7.807317041,5.84182E-15,1.4391E-13,30,yes
ITPR2,1.981262312,1047.455283,6.355098255,2.08293E-10,4.14849E-09,30,yes
MED12L,1.981060358,161.8805421,4.901441788,9.51358E-07,1.48137E-05,30,yes
MOB3C,1.979536651,1395.203775,8.529762852,1.46648E-17,3.9833E-16,30,yes
RAD51C,-1.97805478,138.2980532,-4.966512596,6.81676E-07,1.07408E-05,30,yes
CREBRF,1.975103562,954.2060408,9.097876232,9.21154E-20,2.7203E-18,30,yes
TMEM74B,-1.974608152,98.37383488,-4.272898321,1.92948E-05,0.000258668,30,yes
FLT1,1.973086241,359.4950065,5.242155164,1.58712E-07,2.61982E-06,30,yes
MIS18BP1,1.972223968,1108.898559,6.808503671,9.86191E-12,2.11457E-10,30,yes
HSPA12A,-1.969757786,120.047304,-4.575864677,4.74257E-06,6.77596E-05,30,yes
ERBB2,-1.969687808,422.1451742,-7.304540873,2.78215E-13,6.3488E-12,30,yes
SIM1,1.966150554,1101.158711,9.786623733,1.28516E-22,4.2621E-21,30,yes
PIMREG,-1.965254465,93.40992671,-3.881473298,0.000103826,0.001286465,30,yes
ENSSSCG00000035634,1.965194839,2878.403756,9.574967446,1.01889E-21,3.23183E-20,30,yes
SLC1A4,1.965175615,1027.830986,7.34801021,2.01179E-13,4.62712E-12,30,yes
C12orf43,-1.96318981,83.72270303,-3.86916005,0.000109211,0.001349747,30,yes
ITGB8,1.96273542,7228.936182,10.83888508,2.25199E-27,8.65084E-26,30,yes
USP13,-1.95715727,814.2011881,-8.845617361,9.10237E-19,2.57323E-17,30,yes
PHC1,1.953910682,87.85123626,3.89561989,9.79479E-05,0.001218823,30,yes
IL15,1.953086588,75.02107658,3.714208437,0.000203841,0.002438552,30,yes
NECTIN1,-1.951673784,933.6804374,-5.785299586,7.23832E-09,1.33396E-07,30,yes
APOBEC1,1.94879977,2713.295979,9.357144018,8.19211E-21,2.52154E-19,30,yes
NOS2,1.947523779,81.7396827,3.907479292,9.3264E-05,0.001164521,30,yes
CCDC92,-1.942986468,280.3586261,-5.90467114,3.53351E-09,6.6039E-08,30,yes
MTCP1,-1.942831083,234.4411955,-5.774052608,7.73873E-09,1.41899E-07,30,yes
ZNF395,-1.942638169,1260.457279,-6.62634539,3.441E-11,7.16702E-10,30,yes
MTUS1,-1.942432245,367.646797,-6.852644405,7.24971E-12,1.566E-10,30,yes
ST6GAL1,-1.940382426,889.5276938,-8.777101104,1.67742E-18,4.66952E-17,30,yes
SLC6A6,-1.93813424,3010.753898,-10.43056306,1.7982E-25,6.46418E-24,30,yes
EHD1,1.937062637,1819.503406,6.536056154,6.31622E-11,1.29884E-09,30,yes
BCO1,-1.935472435,71.67970776,-3.447597161,0.000565597,0.006373472,30,yes
ZC2HC1C,-1.935056464,70.81792703,-3.377720208,0.000730894,0.008129172,30,yes
ERBB3,-1.934490935,3652.312158,-10.17451404,2.57683E-24,8.99666E-23,30,yes
CORO1A,1.932518293,227.6754866,5.597296409,2.1772E-08,3.86089E-07,30,yes
ACO1,1.932215273,725.9153317,6.395981909,1.59519E-10,3.19455E-09,30,yes
FEM1C,1.93149746,8005.514095,10.24254633,1.27827E-24,4.48442E-23,30,yes
SNX10,1.928996524,3864.677238,9.294264716,1.48227E-20,4.52419E-19,30,yes
