ID,c1,c2,c3,t1,t2,t3
ENSSSCG00000033574,0.006270531,0.02104656,0.008521517,0.068228795,0.063683361,0.076470495
ENSSSCG00000015403,0.008473668,0.006094547,0,0.538253466,0.476630938,0.472772391
ENSSSCG00000015489,0.00914615,0.039469318,0.059661227,0.387313377,0.392988048,0.309521568
ENSSSCG00000008103,0.009654542,0.003471936,0,1.362807758,1.331234971,1.077314186
ENSSSCG00000009031,0.00969513,0.006973064,0,0.573074873,0.780133958,0.478848639
ENSSSCG00000016239,0.00996191,0.025077295,0.00609211,0.070309743,0.08366222,0.061503132
ENSSSCG00000026527,0.010494902,0.026419005,0.014262346,0.404307072,0.415411986,0.321568898
ENSSSCG00000026098,0.011166808,0.012047317,0,0.088665461,0.082876416,0.10724306
ENSSSCG00000000655,0.011798707,0.016972056,0.028861542,0.364321993,0.41478711,0.485621372
ENSSSCG00000040648,0.014581198,0.010487289,0,2.457024591,1.879556883,1.400339594
ENSSSCG00000015350,0.014652975,0.029508957,0.015532201,0.16159158,0.178578309,0.155465718
ENSSSCG00000004658,0.015052547,0.027065747,0.018410479,0.544473508,0.593853976,0.575948035
ENSSSCG00000031503,0.01750705,0.056662471,0.035687558,0.247124535,0.259863257,0.272215429
ENSSSCG00000032195,0.017662366,0.025406738,0.028803332,0.405140014,0.496740632,0.420023
ENSSSCG00000005484,0.01823337,0.039342163,0.074336276,0.426280762,0.491433036,0.466955854
ENSSSCG00000014149,0.018530242,0.034651693,0.006043728,0.130783811,0.115810885,0.132198503
ENSSSCG00000008348,0.018782998,0.05403746,0.030630829,1.408532089,1.115210387,1.27129832
ENSSSCG00000007873,0.020181632,0.01451531,0.010970562,0.11869924,0.115620813,0.098447764
ENSSSCG00000001473,0.020733713,0,0.016906003,0.365838995,0.226768866,0.341350417
ENSSSCG00000024520,0.021831517,0.052339877,0.029668564,0.199024835,0.267201462,0.212992098
ENSSSCG00000011020,0.022088744,0.068843532,0.024014503,1.03283228,1.012373433,0.754255758
ENSSSCG00000003407,0.022418411,0.028217135,0.054839052,0.336230162,0.424712345,0.205048068
ENSSSCG00000005701,0.023655559,0.03402775,0.028932657,10.56006622,10.51535126,8.600450313
ENSSSCG00000015237,0.023671544,0.013620298,0,0.806114653,0.924644751,0.879029556
ENSSSCG00000021588,0.023913157,0,0.011699088,0.628689333,0.597812786,0.581794214
ENSSSCG00000022361,0.025021031,0.044989923,0.051004567,0.827788504,0.899169047,0.583574406
ENSSSCG00000033089,0.026163563,0.056453148,0.053333581,21.17804515,22.04425062,22.79358908
ENSSSCG00000032561,0.02650836,0.019065706,0.021614575,0.397570997,0.310636459,0.428339694
ENSSSCG00000024140,0.026524997,0,0.021628141,0.725437419,1.077548921,1.140260422
ENSSSCG00000008134,0.027841218,0.060073028,0.022701371,0.245624201,0.210253528,0.195229602
ENSSSCG00000006286,0.028051318,0,0.022872684,0.659940714,0.306803012,0.547347127
ENSSSCG00000007816,0.028302675,0.020356238,0.011538819,0.224725788,0.409051062,0.232981183
ENSSSCG00000034980,0.033632562,0.024189672,0.054847116,5.340911363,4.466704069,4.521974755
ENSSSCG00000027820,0.034123121,0.016361666,0.009274518,0.371289048,0.36432558,0.343314612
ENSSSCG00000010455,0.034288506,0.034526029,0.022366726,0.211752978,0.380377854,0.288527523
ENSSSCG00000011712,0.034680092,0.06651491,0.037703601,0.336554842,0.325117089,0.274905346
ENSSSCG00000009132,0.034962245,0.01005841,0.028507764,7.168335942,6.04721259,6.900834311
ENSSSCG00000028076,0.035254413,0.027661268,0.028745995,0.001413754,0.001251899,0.001465688
ENSSSCG00000015345,0.03556742,0.044489195,0.022696604,0.141886403,0.118393786,0.103251943
ENSSSCG00000037532,0.035731815,0,0.058270525,1.670759216,1.311992183,1.960907825
ENSSSCG00000002451,0.035844684,0.038671057,0.034446454,0.160375486,0.177018355,0.088987943
ENSSSCG00000017798,0.035925945,0.077517452,0.029293553,0.412035346,0.589394133,0.525749703
ENSSSCG00000031118,0.036309688,0.040359779,0.024223461,0.637759388,0.778780524,0.434753584
ENSSSCG00000015917,0.041557397,0.059778962,0.090360978,0.635496767,0.367946192,0.633501926
ENSSSCG00000015563,0.043801497,0.059856675,0.04642973,0.162300988,0.251509622,0.166260048
ENSSSCG00000004165,0.045159301,0.058193497,0.042959365,0.245686106,0.241078302,0.20308078
ENSSSCG00000023785,0.046605933,0.025140419,0.00950047,0.154189711,0.209356941,0.202481649
ENSSSCG00000030460,0.048324949,0.081099509,0.021890857,2.562766742,2.680452193,1.782733282
ENSSSCG00000011802,0.048532043,0.046541175,0.026381602,0.256899196,0.303317087,0.355115326
ENSSSCG00000034264,0.051239994,0.036853531,0,0.195890819,0.453675201,0.328063533
ENSSSCG00000017717,0.052480742,0.037745918,0,6.019026211,6.655581137,5.568122801
ENSSSCG00000010504,0.053173431,0.120195818,0.154846183,0.415500213,0.617174955,0.472450602
ENSSSCG00000038057,0.053498902,0.192391068,0.043622316,0.849572196,1.128462011,0.538255411
ENSSSCG00000016059,0.054281125,0.069405893,0.059013508,2.011319437,1.677392289,1.831450849
ENSSSCG00000004180,0.055269271,0.278260657,0.090131704,1.072727298,1.943007867,1.415443754
ENSSSCG00000010429,0.05562864,0.08190725,0.069749972,0.209273352,0.230823108,0.238561204
ENSSSCG00000013286,0.055646417,0.06136826,0.051423155,0.481112007,0.449216762,0.339310106
ENSSSCG00000010468,0.056193686,0.09747483,0.080858133,0.37327722,0.320212732,0.30535907
ENSSSCG00000030801,0.058574416,0.029490086,0.033432578,5.555195567,5.175459171,4.971721557
ENSSSCG00000005385,0.059182374,0.053207448,0.048256546,1.148677145,1.814723043,1.353266221
ENSSSCG00000032431,0.059528955,0.214076153,0.097078287,1.207922328,1.069632038,1.524534082
ENSSSCG00000014952,0.062885221,0.316604192,0.307654799,30.29173505,37.63185876,35.83335622
ENSSSCG00000011894,0.063191828,0.090899386,0,0.947747745,0.740509255,0.635776479
ENSSSCG00000024417,0.06419535,0.060451292,0.0658348,0.390607762,0.359848241,0.351689026
ENSSSCG00000030877,0.064239973,0.066005077,0.06921702,0.011132506,0.01075417,0.011541463
ENSSSCG00000016832,0.064770834,0.077642279,0.088022175,1.714287525,1.416823772,1.303325895
ENSSSCG00000011391,0.067577267,0,0.027550817,1.609708746,1.847766025,1.267083787
ENSSSCG00000040300,0.06850476,0.098541866,0.1117158,0.785682395,0.642214799,0.689230183
ENSSSCG00000013653,0.070807714,0.305563768,0.057735699,1.686658875,1.106340678,0.777163993
ENSSSCG00000001068,0.074139729,0.086651162,0.105792016,0.012264086,0.007240013,0.004238204
ENSSSCG00000031690,0.074580757,0.107281989,0.121624379,1.447546043,2.03926255,2.182868719
ENSSSCG00000034496,0.076320266,0.075476648,0.062230563,0,0.002484317,0
ENSSSCG00000007659,0.082298164,0.118383226,0.107367782,1.248824782,1.33730907,1.610848764
ENSSSCG00000004075,0.08276192,0.119050325,0.041528003,0.38754239,0.323280026,0.320258559
ENSSSCG00000037416,0.083328156,0.083384234,0.103394118,0.351592447,0.48965292,0.357880916
ENSSSCG00000033682,0.084743324,0.148989512,0.069098616,0.656255558,0.853295168,0.577017041
ENSSSCG00000026043,0.086984188,0.229393853,0.106388681,0.741822452,0.90606084,0.914932393
ENSSSCG00000007564,0.089159316,0.032063193,0,0.530949748,0.417923017,0.183484802
ENSSSCG00000023796,0.091047301,0.113506099,0.143528342,0.583694004,0.64015906,0.399723024
ENSSSCG00000009240,0.091773015,0.132012491,0.074830535,4.311392158,4.929081639,3.567424402
ENSSSCG00000013742,0.094556308,0.113346806,0.077099997,0.322559738,0.408748008,0.253689664
ENSSSCG00000015299,0.100221497,0.144165357,0.102149149,1.016814295,1.389752787,1.512501034
ENSSSCG00000006159,0.100735613,0.217357345,0.328554091,3.199399351,3.147902964,2.579834916
ENSSSCG00000011393,0.100892449,0.07256525,0.05484427,12.0757673,12.97904292,10.98136876
ENSSSCG00000001619,0.105411797,0.265355011,0.15041499,0.662608501,1.132322733,0.349500724
ENSSSCG00000009245,0.106156061,0.123615932,0.177238395,0.013379185,0.015796607,0.009247117
ENSSSCG00000031163,0.108294151,0,0,1.050946488,2.622678195,1.881955944
ENSSSCG00000005284,0.111066029,0.107270694,0.121611575,0.016797605,0.019832684,0.005804891
ENSSSCG00000005992,0.11177787,0.090443713,0.091142237,0.862872839,1.244368485,1.25239916
ENSSSCG00000004336,0.11209044,0.09405576,0.124909374,0.412040828,0.370705776,0.416925062
ENSSSCG00000010728,0.1122889,0.124249172,0.080994433,0.011430564,0.006747949,0.007900314
ENSSSCG00000003192,0.112656469,0.30095494,0.170594609,10.50685487,11.40364514,7.507219657
ENSSSCG00000014618,0.113292342,0.14485986,0.153961864,35.8154724,35.24555546,37.43052061
ENSSSCG00000034754,0.114204112,0.082139447,0.062080376,2.619618245,2.48327761,2.576576592
ENSSSCG00000028148,0.114285404,0.132690919,0.115019195,0.284041996,0.280603911,0.285815325
ENSSSCG00000031646,0.116867845,0,0,2.783823628,2.556415119,3.527441546
ENSSSCG00000012034,0.117790829,0.12279515,0.097124285,0.483397866,0.560401214,0.421261301
ENSSSCG00000001457,0.120663547,0.136376885,0.042166073,6.980292981,7.083405488,5.691622679
ENSSSCG00000011069,0.121139159,0.119488959,0.118530374,0.012214042,0.029743187,0.009497048
ENSSSCG00000024065,0.124563868,0.142530392,0.092334341,0.477040986,0.488776136,0.341793808
ENSSSCG00000006736,0.126354907,0.030292903,0,3.678654236,4.145908505,3.621175404
ENSSSCG00000009662,0.126766862,0.06838125,0.025841017,1.146337562,1.138890294,1.333381519
ENSSSCG00000011714,0.12692921,0.115168074,0.109865456,0.39279503,0.506482699,0.307204461
ENSSSCG00000008124,0.127025286,0.073088694,0.06214487,80.62013713,76.25280933,69.68631405
ENSSSCG00000017755,0.130673749,0.142493334,0.116860954,0.438825224,0.497258158,0.370125274
ENSSSCG00000007212,0.137051053,0.118286084,0.044699866,1.015651187,1.092096109,0.802256421
ENSSSCG00000022345,0.138480395,0.147028229,0.123668955,0.023270832,0.03606163,0.01507856
ENSSSCG00000027826,0.140388258,0.100971967,0.206047402,1.0899244,1.140623817,1.052920275
ENSSSCG00000014891,0.144994499,0.168842269,0.123856489,0.012182745,0.018878983,0.018945424
ENSSSCG00000004280,0.14624362,0.131479176,0.123831519,0.006202925,0.02087255,0.019292375
ENSSSCG00000035732,0.14766599,0.106206358,0,2.475238214,2.82634308,2.093452117
ENSSSCG00000012569,0.14874008,0.178298132,0.132831295,1.312232923,1.21733388,1.198481395
ENSSSCG00000027019,0.150485963,0.157696614,0.153710247,0.021413478,0.01706574,0.022940115
ENSSSCG00000004366,0.154752278,0.20236919,0.1376542,4.517817333,4.758943772,3.47423332
ENSSSCG00000029304,0.157642844,0.226764094,0.238717044,0.006622743,0.023458124,0.006866032
ENSSSCG00000009002,0.158030938,0.568305886,0.429521311,15.0573585,18.35413968,15.70685787
ENSSSCG00000033457,0.158210986,0.056895337,0.129003202,2.721787194,2.03938346,2.966479486
ENSSSCG00000013181,0.160473522,0.230835932,0.065424022,26.7222647,28.83430784,19.30100785
ENSSSCG00000007232,0.160855254,0.347077561,0.480917448,3.453184424,3.895608055,2.206873096
ENSSSCG00000037748,0.160881877,0.252461822,0.202734291,0.735482277,0.856947099,0.615351298
ENSSSCG00000015398,0.162183918,0.164765498,0.142160881,2.607703695,2.301239003,2.391984505
ENSSSCG00000036549,0.164018108,0.204637243,0.177407889,0.02657793,0.018305098,0.015307934
ENSSSCG00000015839,0.164854116,0.24608585,0.205434225,1.44067542,1.572195386,1.169274823
ENSSSCG00000009745,0.167442816,0.171677546,0.136530718,0.028287469,0.022265731,0.01955108
ENSSSCG00000006829,0.168374719,0.151375966,0.102967934,3.45368527,3.189825588,2.502540414
ENSSSCG00000011730,0.168670536,0.242627069,0.481361246,3.124938231,4.480190214,3.779689813
ENSSSCG00000036155,0.169180077,0.194108593,0.193783052,1.012809356,1.098256203,0.86580211
ENSSSCG00000023279,0.172155072,0.109252704,0.214688165,0,0,0
ENSSSCG00000016690,0.173012082,0.302202007,0.167522792,0.566936812,0.754252463,0.439409709
ENSSSCG00000017298,0.176602538,0.27866303,0.158693257,0.987291463,1.040383877,0.820825911
ENSSSCG00000012150,0.17857046,0.219093113,0.132756639,0.023167737,0.018463819,0.004803763
ENSSSCG00000040397,0.178795422,0.104332355,0.203552339,0.011904836,0.018448322,0.018513248
ENSSSCG00000008980,0.179844087,0.168154908,0.234628087,11.43175916,11.86517447,10.12453467
ENSSSCG00000010272,0.179908995,0.234531361,0.187953583,0.019840189,0.030745336,0.041138053
ENSSSCG00000004584,0.183141465,0.275417712,0.158381569,0.793178029,0.958171676,0.736023358
ENSSSCG00000033909,0.186055756,0.434907106,0.189634337,48.58673768,49.60141685,47.30845421
ENSSSCG00000004663,0.191046204,0.239837445,0.189764242,1.207410265,1.402957705,1.219994295
ENSSSCG00000017511,0.191184111,0.261916298,0.141042486,1.068235629,0.889039024,0.774401704
ENSSSCG00000001394,0.194356212,0.209681308,0.198094443,7.673162274,7.705712177,7.155090994
ENSSSCG00000033394,0.199182722,0.246489625,0.191071798,0.051683946,0.054920224,0.042866062
ENSSSCG00000016868,0.201460787,0.120747824,0.082134267,1.98470972,2.754272377,1.934775934
ENSSSCG00000014950,0.204150558,0.146831962,0.190241986,0.746162547,0.843009689,0.880272879
ENSSSCG00000024788,0.205092024,0.189654553,0.262789053,8.840152466,9.521872754,7.798203632
ENSSSCG00000001456,0.205528766,0.242852426,0.203496692,10.20595653,9.46186699,8.029649971
ENSSSCG00000036844,0.205561364,0.591386646,0.502836273,1.904205025,2.810333433,2.444194111
ENSSSCG00000016639,0.206686281,0.21124763,0.226184106,0.019194242,0.029744345,0.014924513
ENSSSCG00000038096,0.206840791,0,0.505965959,12.59123121,12.6040206,11.91866439
ENSSSCG00000017880,0.213604868,0.315349527,0.302506937,0.019836747,0.043914289,0.020565458
ENSSSCG00000002515,0.216926646,0.390052388,0.265318793,5.007768225,6.468080906,3.53831325
ENSSSCG00000002032,0.219119692,0.383717523,0.217508112,0.008404976,0.029770894,0.02614121
ENSSSCG00000001453,0.222195165,0.559335882,0.452937696,65.17922194,70.56241981,61.27351181
ENSSSCG00000004081,0.229684905,0.277702064,0.313213194,0.082102284,0.057234053,0.063386002
ENSSSCG00000006350,0.238638878,0.247476785,0.357489828,1.733240879,1.495788362,1.619251387
ENSSSCG00000022961,0.244457666,0.284020465,0.24532632,2.897698913,3.231925194,3.08441055
ENSSSCG00000006307,0.25310977,0.193422896,0.270876965,3.621672762,3.305909988,2.756352505
ENSSSCG00000005380,0.256087522,0.26256413,0.262123782,0.009613986,0.029796614,0.024917899
ENSSSCG00000004222,0.266713553,0.29393211,0.326212199,9.480445525,10.14935982,10.64318266
ENSSSCG00000039703,0.270864208,0.464558054,0.394998166,0.06893225,0.089526018,0.033350102
ENSSSCG00000006862,0.272015754,0.195642899,0.258764504,105.3916842,102.8885994,101.757919
ENSSSCG00000011570,0.273988699,0.330782487,0.335110289,8.727878496,10.33545549,8.83369951
ENSSSCG00000002444,0.278093998,0.205278119,0.190950962,0.019369223,0.022868955,0.053548691
ENSSSCG00000000675,0.279497404,0.288971933,0.242142248,40.34691703,45.96298116,32.3544241
ENSSSCG00000038056,0.281109669,0.374634224,0.222471642,1.11966516,1.081907147,0.873433213
ENSSSCG00000011474,0.283626848,0.38532198,0.31477829,0.993948296,1.286380464,0.951195136
ENSSSCG00000038536,0.283872858,0.30146043,0.251661319,0.015127356,0.002976774,0.003485126
ENSSSCG00000000623,0.287225167,0.338043308,0.234199705,8.961120641,9.261129758,8.358891739
ENSSSCG00000005455,0.293552744,0.204172599,0.276183612,0.011383811,0.010080523,0.020653499
ENSSSCG00000025836,0.296020973,0.364985591,0.275853363,9.849434277,10.90226397,8.548060095
ENSSSCG00000006988,0.298291684,0.186557768,0.200923514,18.13533132,15.93750536,17.12897416
ENSSSCG00000023693,0.303385861,0.305487472,0.247376927,1.820066128,2.32273532,1.609437742
ENSSSCG00000015126,0.303556398,0.33476959,0.231014916,0.017853816,0.015809802,0
ENSSSCG00000016742,0.303741364,0.409614425,0.402458549,4.756474943,5.991611309,3.542133896
ENSSSCG00000005177,0.304788994,0.294569508,0.323595083,0.022407889,0.034724372,0.020327171
ENSSSCG00000000728,0.306588939,0.278537809,0.315775169,8.940163115,9.505009128,8.884852523
ENSSSCG00000031708,0.307890343,1.051864284,0.439337192,93.37308151,84.66755954,89.48133964
ENSSSCG00000034262,0.319431036,0.427680211,0.28850949,1.365706022,1.270779083,1.312494388
ENSSSCG00000010491,0.32104642,0.34636111,0.52355424,5.268217462,5.467674299,5.226833728
ENSSSCG00000006731,0.322474859,0.306972514,0.162405261,0.01673516,0.022228825,0.017349933
ENSSSCG00000014213,0.325287679,0.480069381,0.327238465,4.263692054,5.006575618,3.218642492
ENSSSCG00000037572,0.326533674,0.328795635,0.266251356,12.30095324,12.7293677,11.31926001
ENSSSCG00000037105,0.333804817,0.392864197,0.332271875,0.038245892,0.081281447,0.075336654
ENSSSCG00000024759,0.334008521,0.280268551,0.181564167,3.732525695,4.9578052,2.138486129
ENSSSCG00000016885,0.341667962,0.347424266,0.297804878,1.725429685,1.744189972,1.557130308
ENSSSCG00000038831,0.343361062,0.493913698,0.257574416,1.29651555,1.427055904,1.4446403
ENSSSCG00000004670,0.345065069,0.868638499,0.703404042,4.261985333,4.987133994,4.891967314
ENSSSCG00000014985,0.353062877,0.253934721,0.275887805,4.386725221,4.746452909,5.557016883
ENSSSCG00000006197,0.357784197,0.364339158,0.470816027,1.362602519,1.729649514,1.331657237
ENSSSCG00000011675,0.372292117,0.341631257,0.429174147,0.03397739,0.050145753,0.035225563
ENSSSCG00000009490,0.381419776,0.40900103,0.525880805,0.061181967,0.070430728,0.088801316
ENSSSCG00000000555,0.396277182,0.667978456,0.368135938,1.669028818,1.767403749,1.456538899
ENSSSCG00000002908,0.396349969,0.665159267,0.861809772,12.58821775,16.41092305,13.17149049
ENSSSCG00000013894,0.402779663,0.202784897,0.410526693,1.492449833,1.054121453,1.1236168
ENSSSCG00000012482,0.406169944,0.292131114,0.194815145,2.782375306,3.042459298,2.600498896
ENSSSCG00000009542,0.406921514,0.473849368,0.537197678,46.03738294,43.00717354,47.7285852
ENSSSCG00000038958,0.406948206,0.604265014,0.45929383,0.163192192,0.151967484,0.13316664
ENSSSCG00000032407,0.409434338,0.588957953,0.166923746,6.863107189,7.596721204,5.804526688
ENSSSCG00000039203,0.411925942,0.435692679,0.355636707,1.667430504,1.438673106,1.418407591
ENSSSCG00000006011,0.414995138,0.323351699,0.324282458,0.030510174,0,0
ENSSSCG00000006911,0.416280264,0.554707507,0.439416576,1.528809293,1.517647507,1.180611347
ENSSSCG00000012141,0.417763469,0.354285013,0.355891448,0.077013456,0.06332531,0.034218247
ENSSSCG00000011598,0.424261638,0.355402162,0.39070586,0.01761399,0.007798717,0
ENSSSCG00000001869,0.428424246,0.569637342,0.411644825,1.877589907,1.932199106,1.662734165
ENSSSCG00000030694,0.430900199,0.369902066,0.351350477,0.012263034,0.043436348,0
ENSSSCG00000023415,0.432887241,0.311347094,0.445857708,0.020100372,0.01779916,0
ENSSSCG00000005288,0.43407636,0.555662896,0.425377765,1.80586663,1.925788533,1.500678648
ENSSSCG00000035020,0.437031809,0.423827519,0.289169354,0.064787317,0.051772991,0.044232128
ENSSSCG00000005512,0.43722745,0.361808097,0.437011813,1.049368227,1.164292353,1.040616454
ENSSSCG00000005224,0.447110212,0.472285832,0.393950999,2.025261687,2.344971393,1.801801694
ENSSSCG00000021460,0.452536452,1.627397348,0.3689924,9.981056034,17.32319358,2.897359989
ENSSSCG00000011576,0.461840086,0.500563178,0.43934154,2.045739581,2.032021498,2.02408653
ENSSSCG00000006161,0.464384377,0.598094629,0.801335515,3.325197842,3.130122729,3.101627541
ENSSSCG00000002001,0.465406635,0.624840793,0.607178531,4.954533899,6.084057983,3.745985517
ENSSSCG00000006141,0.470737566,0.534584723,0.868675486,0,0.019355463,0.022660845
ENSSSCG00000008427,0.47657003,0.741114009,0.493613143,0.113633902,0.140874164,0.035342487
ENSSSCG00000021576,0.489679255,0.469591767,0.532370885,8.825363882,8.179317436,7.102111653
ENSSSCG00000028875,0.492238662,0.619560616,0.652218241,2.877030873,2.763960873,2.898303191
ENSSSCG00000040550,0.494438063,0.501760296,0.585408137,1.965929102,2.121835542,2.069123217
ENSSSCG00000009320,0.496244376,0.641915518,0.350277824,1.610722171,2.164067031,1.310848845
ENSSSCG00000006936,0.506119156,0.523275812,0.527138111,1.217450044,1.414772451,1.229624685
ENSSSCG00000027660,0.506908091,0.546475666,0.545627259,10.67579693,10.29017338,10.91035991
ENSSSCG00000000839,0.514981563,0.970427297,0.797827745,2.208059986,3.669144622,2.458742423
ENSSSCG00000011195,0.52190913,0.600599421,0.534987186,0.052622292,0.058247215,0.068194242
ENSSSCG00000009408,0.526461094,0.670080323,0.371390554,1.302056238,1.659010118,0.97927733
ENSSSCG00000015324,0.527069702,0.094771574,0.537207316,70.09842994,57.64669311,61.58569007
ENSSSCG00000006233,0.530186254,0.391232444,0.578280858,0.030373208,0.043033437,0.056680164
ENSSSCG00000001636,0.540514797,0.939494781,0.954912423,26.58492119,25.79340204,24.7600584
ENSSSCG00000012132,0.54339351,0.645714055,1.059529746,20.96850702,21.83482254,19.9236261
ENSSSCG00000015016,0.549459216,0.513746465,0.784038455,0.048475063,0.107313357,0
ENSSSCG00000009474,0.550650899,0.58841222,0.521687868,0.018506742,0.036872949,0.028779892
ENSSSCG00000010816,0.55601773,0.68356144,0.616793665,0.114078316,0.17678139,0.153749739
ENSSSCG00000029813,0.561184535,0.619222607,0.579794164,3.714750676,4.013798933,2.882033999
ENSSSCG00000000774,0.565333984,0.312774813,0.366408916,51.39743074,52.3757837,48.37992608
ENSSSCG00000011102,0.569222632,0.536718794,0.438665887,0.13779509,0.154557996,0.107936437
ENSSSCG00000000656,0.572719575,0.432515184,0.583735215,6.341159403,6.778490178,5.631205058
ENSSSCG00000036125,0.573880764,0.380168516,0.677274328,2.185067395,2.28885411,2.34821492
ENSSSCG00000035668,0.574351151,0.560625817,0.590973394,0.162871423,0.160249903,0.100061969
ENSSSCG00000037319,0.577568805,0.996976685,0.32965952,4.127353481,4.151163767,3.275263677
ENSSSCG00000009613,0.578501793,0.475517701,0.808633574,0.048606945,0.021521063,0.025196271
ENSSSCG00000015954,0.578600178,1.456520626,0.23589157,6.635976397,7.910335846,3.7044817
ENSSSCG00000034879,0.592999122,0.826229369,0.502639913,2.084135138,2.413303399,1.599394873
ENSSSCG00000016254,0.59302878,1.17294729,0.846209063,39.23918254,34.86266523,41.22305877
