ID,c1,c2,c3,t1,t2,t3
ENSSSCG00000032422,0.594317898,0.946890586,0.5336725,3.564092126,3.855439287,3.502356508
ENSSSCG00000006858,0.59664049,0.568299286,0.788907532,0.042679092,0.03779293,0.044246926
ENSSSCG00000014987,0.600641579,0.950403671,0.587706497,4.239242856,4.082375567,4.559784686
ENSSSCG00000036758,0.601772753,0.643944637,0.679169826,0.123014183,0.171995955,0.130889295
ENSSSCG00000004199,0.602000448,0.826596298,0.508217176,3.795517354,4.465476255,3.367647434
ENSSSCG00000013654,0.604507648,1.304346829,0.492907758,19.73269675,21.25164854,21.56340094
ENSSSCG00000001064,0.613071018,0.649808291,0.907695398,16.68160058,16.57414955,15.75974887
ENSSSCG00000025924,0.613608748,0.529593713,0.375246508,0.054134541,0.023968445,0.028061598
ENSSSCG00000024635,0.620601608,0.526701962,0.445306898,0.109502948,0.029089915,0.056762792
ENSSSCG00000013292,0.626239079,0.762885755,0.622327006,1.988957869,2.213793256,1.908087308
ENSSSCG00000005997,0.640196407,0.610763297,0.694572511,0.056013412,0.052700697,0.062910345
ENSSSCG00000022140,0.645793448,0.753483963,0.690393965,2.291620051,2.556196755,3.202740844
ENSSSCG00000005036,0.646136864,0.728066678,0.535632546,0.047503564,0.05047808,0.039398901
ENSSSCG00000010559,0.652510796,0.831954662,0.943177607,0.130833194,0.092683692,0.054255762
ENSSSCG00000017886,0.655212233,0.706876084,0.601033077,95.01686142,92.24337373,93.83792208
ENSSSCG00000000021,0.655368687,0.680858028,0.816412659,4.593377488,5.091485656,3.679817763
ENSSSCG00000035243,0.658465215,0.76037566,0.811321695,0.096819872,0.091451034,0.113760135
ENSSSCG00000011090,0.663963679,0.594307448,0.649962394,0.064370347,0.071251048,0.058393141
ENSSSCG00000002474,0.664413219,0.647025331,0.637639651,3.221323484,2.774438297,2.565246188
ENSSSCG00000039317,0.668680039,0.752869017,0.78727583,0.19296811,0.187963543,0.197198918
ENSSSCG00000009921,0.677542959,0.406093111,0.398998752,375.9184799,356.4356163,362.3230986
ENSSSCG00000039609,0.684852648,0.841241623,0.64626139,2.973474104,2.80137572,2.336662921
ENSSSCG00000039779,0.704717949,0.44349979,0.646445191,3.341771257,2.9935941,2.900538923
ENSSSCG00000040581,0.707571383,1.07082975,0.625023317,3.836488989,4.606460218,2.575213502
ENSSSCG00000017921,0.713822874,1.1979461,0.388027991,4.933100755,6.320136149,4.787874273
ENSSSCG00000009699,0.717040142,0.752950381,1.11086408,0.037955755,0.0224069,0.078700151
ENSSSCG00000033768,0.718041218,1.065156358,1.207555737,15.36186823,11.92028449,11.04161304
ENSSSCG00000023225,0.722127654,0.76051859,0.809618696,0.068259031,0.070518376,0.023588852
ENSSSCG00000036622,0.724842895,0.99378806,0.9604198,2.418032844,3.379913502,3.998545733
ENSSSCG00000033262,0.726943869,0.908094926,0.748725065,61.90554141,67.19266945,44.58282212
ENSSSCG00000009956,0.730768285,0.731113593,0.756282649,0.161176833,0.164681918,0.145674944
ENSSSCG00000000439,0.743965233,0.636566486,0.742586158,1.923784787,2.014183415,1.701153489
ENSSSCG00000026724,0.744435216,0.70165528,0.8349029,0.064016779,0.062986388,0.044245642
ENSSSCG00000016873,0.748046934,0.766833914,0.820274687,0.166884189,0.214950215,0.141557522
ENSSSCG00000038965,0.75748942,0.681014904,1.389706034,4.343830254,5.325953767,4.849818239
ENSSSCG00000008812,0.763051495,0.761554223,0.803943512,4.632899204,4.045564136,4.124776639
ENSSSCG00000014139,0.766330999,0.816549755,0.833141915,0.200320564,0.155213317,0.116819675
ENSSSCG00000003552,0.772581203,0.833499664,0.70263963,2.713276524,2.739246455,2.880895505
ENSSSCG00000017693,0.783509225,0.92088435,0.659639384,1.961314989,2.732056386,1.567263913
ENSSSCG00000032749,0.784162874,0.845994555,0.959094476,10.06589018,7.994569819,11.00944707
ENSSSCG00000015073,0.785493575,1.694860365,1.361022876,4.591043811,5.522852663,5.478142635
ENSSSCG00000007501,0.78693726,0.683269382,0.976939542,0.056291466,0.055385418,0.071328102
ENSSSCG00000032600,0.788456259,0.992397555,0.771476505,0.121730266,0.215587691,0.090144341
ENSSSCG00000026602,0.797251014,0.955683003,0.758412921,14.418891,18.5812605,14.09784301
ENSSSCG00000023627,0.797980492,0.741332019,0.849476727,0.13200077,0.155851359,0.141918386
ENSSSCG00000027331,0.804313884,0.920553104,0.79839832,3.294973299,3.617129233,2.750724094
ENSSSCG00000031441,0.827938982,1.140817425,1.087251487,0.246041078,0.272341,0.191309624
ENSSSCG00000001470,0.846731967,0.811997562,0.805483409,25.14947903,28.00314014,18.32879447
ENSSSCG00000009565,0.847435818,0.921343867,1.076656128,0.208642378,0.107774176,0.072102314
ENSSSCG00000025503,0.848304857,0.627561716,0.533594724,0.106914555,0.075739461,0.088673684
ENSSSCG00000003722,0.849679175,1.130067203,0.863182417,2.103835685,2.341777977,1.885548491
ENSSSCG00000030655,0.851667998,1.008567949,0.658909683,9.862154362,10.29586835,9.590398669
ENSSSCG00000012521,0.858894914,0.848679321,0.831235012,0.155797991,0.200670967,0.264307572
ENSSSCG00000024614,0.865241245,0.7728697,0.794263856,3.156795599,3.647957514,3.068533283
ENSSSCG00000014851,0.865485408,0.887042946,0.882132081,0.076355912,0.067614223,0.019790219
ENSSSCG00000014820,0.866927576,0.989544723,0.690200019,3.964037904,4.571065566,3.036048205
ENSSSCG00000006919,0.86951508,0.550338407,0.425394845,262.1996421,250.82116,226.9452335
ENSSSCG00000000661,0.877900545,0.957307618,0.969832578,3.372875501,3.761065158,2.331186316
ENSSSCG00000002385,0.880294523,1.266274985,0.920231829,3.98268819,3.93229931,2.972875596
ENSSSCG00000004657,0.880405719,0.965427213,0.928030975,4.007436781,4.10884788,4.016941261
ENSSSCG00000039797,0.885189117,0.729503785,0.781919467,0.113887428,0.100848903,0.016867304
ENSSSCG00000001486,0.895528168,0.863589779,1.027994081,0.203033158,0.277499931,0.247098911
ENSSSCG00000016746,0.896450994,1.655855184,0.697729396,0.071897996,0.047750007,0.074539199
ENSSSCG00000017254,0.898870162,0.837769232,0.854358883,0.08446284,0.124655035,0.102159887
ENSSSCG00000021354,0.9271848,1.182737371,0.969980939,2.756479748,2.823573271,2.163306107
ENSSSCG00000002002,0.936801155,0.589556596,0.572891706,5.372095096,4.299654901,5.783650503
ENSSSCG00000029281,0.947235246,0.955959728,0.894960801,0.252030916,0.265463032,0.277791863
ENSSSCG00000006187,0.955397092,0.687153792,0.667730139,3.612351872,5.65119191,4.868569041
ENSSSCG00000008340,0.965354012,1.322873422,0.912114462,3.52053751,3.619559715,2.862832828
ENSSSCG00000004367,0.968019629,1.105780784,0.998245947,5.425526829,4.359529584,4.895690415
ENSSSCG00000005076,0.98414683,1.071060931,0.952394101,0.265043531,0.285281576,0.28662398
ENSSSCG00000022247,0.990536957,1.071585266,1.061319861,0.336553528,0.291627495,0.287519556
ENSSSCG00000003881,0.991380213,1.060409635,0.89126725,0.233234019,0.23830612,0.292952383
ENSSSCG00000006842,0.991428826,1.590692449,1.103774611,0.151385272,0.268107532,0.139507975
ENSSSCG00000025114,0.995217446,1.344295922,0.91044939,2.687576082,3.328047804,2.39777667
ENSSSCG00000005480,1.01880038,1.309350123,1.184792699,0.154714665,0.182669319,0.099294106
ENSSSCG00000001539,1.022051525,1.241629204,0.889392379,2.674751578,3.126727672,2.136710009
ENSSSCG00000036790,1.029936232,1.124375224,1.053495031,6.486250238,6.311206508,6.653032552
ENSSSCG00000006987,1.031070592,1.193384105,1.102122555,17.07684062,17.26414511,18.42532881
ENSSSCG00000024166,1.031645676,0.799070831,0.970604549,137.6428451,147.6751015,105.5364466
ENSSSCG00000004421,1.040442334,1.119389558,0.916138871,0.29079849,0.367226107,0.264779047
ENSSSCG00000027505,1.043719191,1.332453489,1.212725157,0.138120406,0.122307542,0.155127176
ENSSSCG00000029249,1.04763261,1.389746124,1.137972598,4.976759039,5.055160261,4.933431811
ENSSSCG00000038562,1.061244614,1.135616018,0.886430695,75.129493,100.4394009,76.8477239
ENSSSCG00000011899,1.062488334,1.34347321,0.992098249,12.45783602,9.679414525,11.25402242
ENSSSCG00000009250,1.064318828,0.949779562,1.151752183,0.040573053,0.076988578,0.05408167
ENSSSCG00000009959,1.071910768,1.089392023,1.032359611,2.926107923,2.305905234,2.351572604
ENSSSCG00000006748,1.080544822,1.248172898,1.094653215,0.274432391,0.166272534,0.134769684
ENSSSCG00000013853,1.090456874,1.135873112,0.643863261,14.36419561,13.33658572,13.34421631
ENSSSCG00000037530,1.098479226,1.489522983,1.240812475,0.111136901,0.094476742,0.101393213
ENSSSCG00000004565,1.10001901,0.957316607,1.210870817,0.145570833,0.120311333,0.231408271
ENSSSCG00000023972,1.10505323,1.328995674,1.24078491,4.107422751,3.679637383,3.446414821
ENSSSCG00000012181,1.115650932,1.2310449,0.93041447,0.326426532,0.311120524,0.248000937
ENSSSCG00000039161,1.116534728,1.048880863,1.148228929,0.301543751,0.192255256,0.304284523
ENSSSCG00000036742,1.118173206,0.658004612,1.077515688,5.425686404,4.764814063,4.695248962
ENSSSCG00000034639,1.119539857,1.079612246,1.213744679,6.108253704,5.311221134,5.308665432
ENSSSCG00000017129,1.122252172,1.299333289,1.115939,0.144890785,0.299373217,0.075106704
ENSSSCG00000008820,1.159208447,1.268427677,0.98559697,9.357186049,9.323109625,8.876279452
ENSSSCG00000011246,1.16122911,1.527213927,1.542014931,0.117082713,0.233276339,0.24276759
ENSSSCG00000000247,1.164170705,2.068650239,1.675146729,0.120831637,0,0
ENSSSCG00000015949,1.177237217,1.20200334,1.187456271,3.562924068,2.994636651,2.658134595
ENSSSCG00000037449,1.188092839,1.125460646,0.968755613,96.86659736,132.6154734,81.23587289
ENSSSCG00000021815,1.193252245,1.259656103,1.176970798,19.32260831,20.23782992,17.26873118
ENSSSCG00000004713,1.198047404,1.162260752,1.635693383,0.2703841,0.108831311,0.101933372
ENSSSCG00000040205,1.199319307,1.191196916,1.071043772,4.836928651,4.28316766,4.596730619
ENSSSCG00000038320,1.201656401,1.464643791,1.136884773,3.949223822,4.242374721,2.097489851
ENSSSCG00000003736,1.202055925,1.375295141,1.171983465,5.064700715,5.337053801,5.023821823
ENSSSCG00000013337,1.21594124,1.212438668,1.509727507,0.316946662,0.215892832,0.379142109
ENSSSCG00000017801,1.225940596,1.44604999,0.95963154,0.129787716,0.11492883,0.089703681
ENSSSCG00000008959,1.228564896,1.458410662,1.240037776,14.74812796,15.22618985,13.92619741
ENSSSCG00000008311,1.23338323,1.046312216,1.057258395,9.932677795,10.54968806,6.247957032
ENSSSCG00000013551,1.251120307,1.880451371,1.150935528,29.64636256,37.40478107,27.63988425
ENSSSCG00000001577,1.255659678,1.719625674,1.353443887,7.481331951,8.270951164,5.695193833
ENSSSCG00000023710,1.26010928,1.317930253,1.023195739,0.074113934,0.073832536,0.096045675
ENSSSCG00000008826,1.270070151,1.467477101,1.236720272,3.067527062,3.176103889,2.707238744
ENSSSCG00000035960,1.271274545,0.93720209,1.3734697,4.794666313,4.369888326,4.215006152
ENSSSCG00000033410,1.276491528,2.218731354,2.515350686,45.51571265,52.60399307,37.75020091
ENSSSCG00000027860,1.290804671,1.015155669,1.268908523,26.67108815,27.75494434,27.88257271
ENSSSCG00000034388,1.291758536,3.406613026,3.510944295,11.39631009,14.80100049,13.78411795
ENSSSCG00000035105,1.314318826,1.575504001,1.220522917,0.257674316,0.171130646,0.166962555
ENSSSCG00000015175,1.320897267,0.955034015,1.286782516,18.1240747,20.26371183,18.53552326
ENSSSCG00000009778,1.339351085,1.1272735,1.254741289,4.173376649,4.652872728,4.131204499
ENSSSCG00000016448,1.347525297,1.938371227,2.167813499,0.337370744,0.455232748,0.08327719
ENSSSCG00000007901,1.349928769,1.305163447,1.461604564,15.88259614,16.86500999,11.7802594
ENSSSCG00000013338,1.35628338,0.984352765,1.105896016,0.119655691,0.057794607,0.101496511
ENSSSCG00000040673,1.360876124,1.223484973,1.872518985,24.34984666,24.41935938,23.80514818
ENSSSCG00000010444,1.36571591,1.110390948,1.283046098,6.941148383,5.520238036,6.62587463
ENSSSCG00000039751,1.37434616,1.516259692,1.404583241,27.33320135,27.53184929,21.47195888
ENSSSCG00000009412,1.375636364,1.422268308,1.069097619,2.939261929,3.988095952,2.811321811
ENSSSCG00000012558,1.378936797,1.29788209,1.62408613,0.180228516,0.119696145,0.062283095
ENSSSCG00000004484,1.384963977,1.86182533,1.437267752,3.19905125,4.630848335,3.938426539
ENSSSCG00000031924,1.388144661,1.747200751,1.414844118,47.14963924,41.75166196,37.45480962
ENSSSCG00000000657,1.403571274,1.610386108,1.525938608,52.30241158,48.49448085,49.62360655
ENSSSCG00000028674,1.407378194,1.3535685,1.374400944,0.187688921,0.268478784,0.359231539
ENSSSCG00000015654,1.41337448,2.710790842,2.68904385,33.87478263,31.28478881,30.59462894
ENSSSCG00000011106,1.418934325,1.51322248,1.731481596,11.05063361,9.273280668,11.02696132
ENSSSCG00000015334,1.425326794,1.307941161,1.202268752,0,0.038396776,0.044953892
ENSSSCG00000028536,1.428621363,1.621832287,1.42839977,0.272163413,0.390197748,0.228416411
ENSSSCG00000017794,1.436690218,1.607380492,1.404088817,0.266683221,0.329020353,0.257840842
ENSSSCG00000009380,1.437611274,1.651988613,1.455156911,0.349877792,0.374367834,0.347616918
ENSSSCG00000024152,1.444948348,1.718674975,1.189255129,3.967977177,4.498117728,3.305575103
ENSSSCG00000009517,1.445875786,1.610202736,1.369101497,0.288038306,0.218624512,0.127979791
ENSSSCG00000011895,1.44958679,1.491708095,1.200158637,19.18308271,20.85467026,18.37834957
ENSSSCG00000013307,1.455806023,1.570597142,1.294958725,60.71515217,61.93212192,55.37997762
ENSSSCG00000035414,1.461522822,1.551518118,1.758938573,0.464522747,0.431285183,0.484505892
ENSSSCG00000040061,1.463471229,1.463339918,1.979124424,6.109208956,6.497324601,5.386853036
ENSSSCG00000008874,1.471435876,1.848994878,1.75141741,0.425255428,0.323717728,0.425407981
ENSSSCG00000006359,1.475315194,2.493576575,1.383395979,22.9076427,18.49857025,17.407058
ENSSSCG00000016882,1.484953316,1.776624293,1.609564759,5.041894098,5.379352559,4.721050148
ENSSSCG00000038441,1.490742811,1.540332855,1.301133387,0.351949939,0.262447638,0.211245716
ENSSSCG00000012462,1.495186006,1.859145654,2.410759324,0.074525496,0.026397346,0.023178966
ENSSSCG00000008648,1.505913435,0.297853518,0.33767317,1773.834044,1751.488888,1832.247452
ENSSSCG00000000436,1.509391768,1.677753855,1.790165273,8.191567094,8.432927203,6.191567381
ENSSSCG00000024671,1.53803148,1.320308097,0.89000012,9.454535556,12.42252489,12.04810953
ENSSSCG00000009794,1.539268881,1.998009995,1.188260392,3.583814822,4.468540926,3.357249996
ENSSSCG00000008187,1.547966759,1.870158693,1.784610087,0.379580927,0.51149334,0.307976078
ENSSSCG00000038610,1.551553549,2.789824024,1.475969599,8.897398522,14.20872243,9.933805675
ENSSSCG00000038141,1.55736279,1.534060698,1.60111973,8.602157056,8.014065761,8.639468318
ENSSSCG00000016715,1.588692897,1.927754548,1.572007302,0.242982828,0.35423453,0.322566278
ENSSSCG00000012309,1.589582231,1.773724503,1.505952874,9.21598225,8.686510822,8.620412015
ENSSSCG00000025294,1.592216705,2.862939805,2.867019571,0.351176222,0.207314289,0.121358942
ENSSSCG00000015789,1.620520277,1.717627292,1.716887486,4.166750781,4.310221083,4.007777054
ENSSSCG00000017734,1.622286238,1.668323507,1.450429082,0.251093544,0.289050877,0.325396961
ENSSSCG00000037391,1.62414085,3.625252271,3.059597857,0.642320764,0.525031365,0.409794882
ENSSSCG00000036307,1.625344397,1.673798998,1.475885465,4.595097728,5.511938972,3.953023851
ENSSSCG00000026506,1.634243563,2.0872408,1.245313547,0.475908654,0.625912051,0.464245874
ENSSSCG00000015782,1.641481534,1.527597828,1.410402217,7.733943307,7.629888604,6.554354657
ENSSSCG00000020694,1.642069598,2.046342233,1.524515627,0.172121194,0.317532737,0.297406895
ENSSSCG00000032225,1.645945353,1.606612011,2.061055516,4.131587404,4.561741813,4.588037325
ENSSSCG00000036572,1.647119495,1.41530638,1.461893142,0.437228536,0.273297851,0.319969628
ENSSSCG00000007145,1.655365929,2.381189945,2.486407512,0.345888277,0.272256786,0.159375389
ENSSSCG00000032436,1.67018608,0.720752475,1.089478591,541.0662564,567.0650653,457.0642988
ENSSSCG00000009051,1.683536888,2.23542734,1.531126736,6.51233987,5.564424896,6.27777874
ENSSSCG00000002755,1.695553977,2.343126535,1.330361843,4.52995309,5.690016299,3.61858898
ENSSSCG00000004405,1.700209167,1.743466086,1.705458794,0.304451248,0.29589785,0.273294057
ENSSSCG00000028182,1.7005656,1.642796682,1.576939605,3.736025675,4.324238238,3.65978279
ENSSSCG00000013316,1.701177215,2.04969763,1.446396558,7.516994443,8.735109358,7.833030927
ENSSSCG00000008799,1.7046366,1.649829664,1.555967373,0.302048853,0.356155376,0.275237747
ENSSSCG00000008832,1.710900816,1.538171919,1.278792634,0.226411775,0.178214026,0.286891129
ENSSSCG00000030408,1.712656984,1.153371377,1.344175903,352.0200017,334.3840457,349.7797531
ENSSSCG00000003744,1.72084766,1.563064185,1.728631609,5.493646689,6.056621576,5.614326185
ENSSSCG00000009268,1.730543086,2.219921844,2.363987932,0.660926787,0.526733884,0.561869089
ENSSSCG00000005946,1.733589322,1.781222676,1.076987753,0.30952717,0.435320393,0.132134379
ENSSSCG00000009489,1.768626153,2.011107894,1.567600249,0.323765118,0.39027992,0.350817546
ENSSSCG00000036832,1.785405551,2.140206419,1.37729787,4.462903222,5.073281139,3.322046146
ENSSSCG00000012038,1.796865898,1.696231057,1.984045553,0.066052208,0.1169803,0.102717995
ENSSSCG00000008873,1.80339195,1.945590414,1.492247221,0.123745261,0.177412245,0.152727493
ENSSSCG00000033190,1.822362765,2.031592324,2.451786395,0.241162074,0.284736498,0.166680841
ENSSSCG00000024162,1.823481579,1.693039426,1.486843416,0.380246269,0.362614393,0.212269493
ENSSSCG00000035067,1.837133154,2.328959578,1.79972504,14.66862457,15.03368757,12.82602462
ENSSSCG00000022387,1.844293948,1.983400993,1.861864399,4.710829036,5.406489638,4.160940035
ENSSSCG00000011440,1.866061306,2.643597646,1.752102131,0.049887861,0.441763956,0.155161537
ENSSSCG00000016986,1.87103032,2.199480564,1.926606258,6.822159148,6.707936093,6.907328973
ENSSSCG00000006163,1.87813048,1.424831992,1.950966009,0.522051868,0.160794503,0.235317243
ENSSSCG00000016243,1.883605352,1.945363643,1.642860588,6.994402165,7.625485839,6.15570615
ENSSSCG00000035077,1.889123115,2.423052484,2.079495017,70.80464744,93.07615848,76.48705389
ENSSSCG00000004369,1.893260008,2.870603247,1.79407604,29.8395943,32.65945286,24.73457085
ENSSSCG00000021361,1.895446796,2.155804706,1.968701824,4.82755214,4.947678375,3.539543776
ENSSSCG00000039089,1.91292007,2.400395756,2.433684328,0.478763045,0.773711198,0.558394428
ENSSSCG00000022521,1.926917637,2.319627648,2.190336802,0.446607237,0.574079408,0.51528926
ENSSSCG00000015332,1.93961953,2.379211617,2.025672129,0.457099996,0.446283119,0.449589612
ENSSSCG00000038231,1.941647135,1.740251435,1.461409928,12.70243278,13.51181917,7.895972794
ENSSSCG00000027564,1.94415587,1.662615697,2.054045317,4.89981571,4.422205496,4.917171721
ENSSSCG00000006396,1.948791413,2.166165455,1.540867337,0.338647358,0.207607119,0.270067468
ENSSSCG00000004053,1.95025208,2.279366427,1.490822298,10.86113117,12.90293096,9.922283345
ENSSSCG00000037583,1.977347474,2.225495532,2.394844388,11.83910466,10.82625407,11.72917974
ENSSSCG00000001579,1.980298937,2.232883443,2.380015661,9.918338846,10.09622238,8.112950531
ENSSSCG00000007508,1.982140915,2.943220762,2.554657988,133.8044123,151.6037133,125.7952069
ENSSSCG00000040013,1.986316783,1.940725368,1.905431936,0.46708996,0.430729752,0.420795424
ENSSSCG00000006885,2.008495359,1.841439529,1.961642182,0.467329934,0.491419755,0.53496598
ENSSSCG00000000186,2.027537566,2.243497475,1.653228042,21.74030146,23.27218902,23.10954649
ENSSSCG00000014853,2.037325459,2.543946425,2.203409112,5.953868206,6.344364462,4.276812739
ENSSSCG00000020740,2.040367456,2.50095249,2.249495485,0.304238522,0.359209929,0.499406846
ENSSSCG00000025711,2.056941357,1.926688538,2.002242955,0.436090686,0.361250543,0.320852725
ENSSSCG00000003463,2.057455773,1.718467596,1.785856703,0.234213392,0.10369961,0.424930306
ENSSSCG00000031142,2.062298886,2.245358452,1.862794017,0.629275344,0.666255745,0.529477592
ENSSSCG00000035124,2.103164509,2.068340325,1.461159068,7.327250705,7.301526053,6.310721242
ENSSSCG00000010753,2.129244045,2.157915758,2.314877595,0.512314831,0.201627518,0.206552472
ENSSSCG00000035895,2.130676404,2.017547731,2.049794851,6.274853553,7.86767437,6.154858421
ENSSSCG00000004792,2.14343616,1.946504462,1.783037946,5.138194691,5.209600087,4.495231544
ENSSSCG00000031423,2.152295295,1.788803839,2.222941593,0.379764854,0.448382754,0.174984743
ENSSSCG00000026383,2.159362096,2.725744375,1.707361035,20.65738033,24.25212415,18.13946357
ENSSSCG00000006635,2.161981047,2.394653248,2.291706984,0.419621257,0.43914055,0.39548747
ENSSSCG00000006191,2.162647583,2.770180665,3.442818831,6.814133541,5.985738036,7.968703602
ENSSSCG00000013079,2.187674758,2.058718873,2.533998886,0.234490498,0.343412223,0.280505311
ENSSSCG00000009473,2.192642717,2.798008118,2.200609457,7.81170144,8.481753572,6.407821265
ENSSSCG00000013382,2.197328142,2.456369895,1.878625299,5.607693648,6.447724782,4.668922939
ENSSSCG00000024973,2.223633658,2.218893179,2.207580171,119.2406422,108.61603,117.7058191
ENSSSCG00000006875,2.236158318,2.843697001,2.312199825,0.357393285,0.417749283,0.592835639
ENSSSCG00000010446,2.246175747,2.008082859,2.122489227,0.58338254,0.393594942,0.576012704
ENSSSCG00000012076,2.251648718,1.564095443,1.522125154,852.147724,877.121004,789.7907018
ENSSSCG00000036439,2.25402504,0.810585392,2.756854521,239.6231103,213.9505097,239.1484534
ENSSSCG00000011690,2.256889248,2.06194185,2.155234223,7.085447459,6.417220245,7.382927886
ENSSSCG00000023229,2.274156267,2.715178735,2.29008243,6.650997032,6.937766085,5.928106736
ENSSSCG00000033787,2.281011657,2.611064689,3.091113963,11.5641106,14.65751389,10.60784606
ENSSSCG00000008789,2.298906513,2.296171837,2.20944058,0.673937171,0.754420945,0.718468905
ENSSSCG00000021106,2.323726417,2.722327561,2.304937331,6.171333695,6.868432529,5.872173867
ENSSSCG00000010502,2.340201064,4.098107963,2.014837714,7.771106097,9.504539188,8.60166309
ENSSSCG00000001040,2.349834727,2.629013862,2.980483332,0.230344436,0.152979904,0.298507792
ENSSSCG00000034727,2.351899102,2.658173741,1.917708265,12.89415305,18.89867924,9.603322618
ENSSSCG00000004507,2.403410574,1.931980236,1.910305601,8.17855558,8.614934108,8.201906749
ENSSSCG00000010448,2.403576396,2.400085843,2.435535863,18.46698797,16.95438205,14.74855948
ENSSSCG00000007836,2.417632607,2.863976476,1.927821816,7.449513704,7.49934731,5.674500963
ENSSSCG00000002818,2.461660775,2.592531626,2.544851124,7.116380562,8.636871915,5.870078178
ENSSSCG00000022912,2.473054443,2.618464047,2.916049233,8.054035941,7.814273431,8.635802305
ENSSSCG00000017255,2.476722231,2.84042465,2.802875351,0.71557002,0.663820891,0.65795631
ENSSSCG00000036402,2.480619063,3.313411851,1.589236679,10.52555666,15.7341569,6.266421833
ENSSSCG00000025729,2.521365891,3.345632666,2.030715148,14.39978108,16.89173084,10.27882041
ENSSSCG00000004402,2.524308468,2.435215426,2.729164292,0.467447495,0.491333046,0.54765929
ENSSSCG00000034213,2.526988645,2.389669889,2.518357141,7.451945232,8.243931754,7.212075868
ENSSSCG00000016782,2.540591091,2.801158079,3.414668051,0.751235557,0.64341874,0.510709839
ENSSSCG00000002716,2.54151941,3.298251158,2.410200847,13.3314027,14.89131345,11.77449721
ENSSSCG00000017472,2.54879921,3.208069029,2.597822598,31.88686236,31.30602051,27.87771217
ENSSSCG00000035196,2.549092175,3.003499129,2.668497023,0.717642481,0.720459707,0.826192014
ENSSSCG00000002259,2.560330407,2.926631386,2.101640338,11.1074768,12.28250364,7.642161717
ENSSSCG00000003777,2.606047208,2.426411647,2.697150506,0.412748626,0.411181486,0.427911117
ENSSSCG00000023807,2.608918293,3.413564696,1.962433953,8.82449075,9.68691215,7.907120816
ENSSSCG00000015119,2.624276179,3.774935766,3.677783018,0.43410394,0.51254011,0.450050928
ENSSSCG00000003112,2.625850241,4.771200003,4.282168997,12.68038996,17.70673599,12.00855659
ENSSSCG00000006018,2.630927173,3.395581746,2.304208167,10.14214861,10.01681593,9.049986865
ENSSSCG00000021515,2.634828517,3.720443729,3.317390489,32.69725803,33.82745192,30.81512117
ENSSSCG00000013303,2.646127523,3.53318389,2.826067075,9.159278277,10.34110225,7.475006617
ENSSSCG00000016261,2.69267037,3.036287869,2.474666496,14.80698985,16.09782662,11.65668907
ENSSSCG00000011877,2.70104858,2.440498259,2.415757781,20.52317498,20.47492562,20.30434651
ENSSSCG00000008314,2.709925887,2.634289975,2.74478557,0.579017987,0.545807746,0.48410359
ENSSSCG00000040735,2.715123909,3.382543524,2.07550978,0.701501159,0.901481659,0.616406597
ENSSSCG00000023955,2.740284857,3.172940843,3.191990016,0.677450264,0.670467127,0.661022757
ENSSSCG00000017325,2.745952768,3.540405138,2.022335725,13.59763987,14.57166317,7.928202814
ENSSSCG00000027865,2.746552506,2.980447893,3.16673663,0.773690663,0.895918116,1.040101935
ENSSSCG00000003950,2.758507065,3.187793373,2.67888341,0.519541941,0.702199317,0.510278711
ENSSSCG00000007485,2.775411483,2.751374294,2.822339992,0.260682923,0.239082584,0.231650758
ENSSSCG00000015085,2.789044169,3.056723161,3.284884383,9.022143702,9.822261534,8.017350748
ENSSSCG00000036133,2.793242237,3.506607651,3.002256344,0,0.13886483,0.069676772
ENSSSCG00000028274,2.841377033,3.516917347,3.987089489,0.349779682,0.412979704,0.241752655
ENSSSCG00000014119,2.842053975,3.437088771,2.125005337,0.542130077,0.664373913,0.37636972
ENSSSCG00000010032,2.844501603,3.185102052,3.455387967,8.538190425,8.279826336,9.291781797
ENSSSCG00000015886,2.849238666,3.492120788,3.113447697,8.720965902,8.509932619,9.9454676
ENSSSCG00000017506,2.858321265,3.241262886,2.358991645,8.743131301,9.415558637,6.494501352
ENSSSCG00000024045,2.867639167,3.456085683,2.12337114,0.827353422,0.932441966,0.54583874
ENSSSCG00000011496,2.887657333,4.019286692,2.418607507,7.603153316,8.70809044,6.00079507
ENSSSCG00000005364,2.900223489,3.657095243,3.355712885,30.09891203,30.13024436,27.76091764
ENSSSCG00000003140,2.916144896,2.563476302,2.906184141,25.15545514,30.88195114,13.92885119
ENSSSCG00000029388,2.922539658,3.285585657,2.711499065,0.7229043,0.901533065,0.705741959
ENSSSCG00000035634,2.925141252,3.144137475,3.401141503,10.74622738,10.33980441,10.9712526
ENSSSCG00000008954,2.935962644,2.404927085,2.260949152,13.23880439,11.85057109,12.0840883
ENSSSCG00000029200,2.938494602,3.225814028,3.23488857,0.907648739,1.061141112,0.864113192
ENSSSCG00000026978,2.946423272,2.639664071,2.727020575,0.770708063,0.819774924,0.732829308
ENSSSCG00000008978,2.947834113,0.353363609,0.400604334,1193.324196,1012.77887,1206.804113
ENSSSCG00000038879,2.948579268,3.665437819,3.012712466,8.703220711,11.03412312,6.775526578
ENSSSCG00000028559,2.957003857,3.109547371,2.724459228,10.72701193,10.94168652,8.582461185
ENSSSCG00000013237,2.9789573,3.26610747,2.399381457,0.384604702,0.368953886,0.332277762
